Name,Prefix,Date Joined,Date of Last Deposit,Date of Last Query,Reference Links Live
National Institute of Practical Analytical Meditation,10.5548,"Jan 27, 2011",unknown,unknown,-
National Institute of Standards and Technology,10.6028,"Nov 28, 2011","May 11, 2016",unknown,-
National League for Nursing,10.5480,"Nov 29, 2010","Apr 21, 2016","Sep 11, 2015",-
National Library of Serbia,10.2298,"Jun 13, 2005","May 11, 2016",unknown,Yes
National Museum,10.14446,"Nov 04, 2013","Feb 03, 2016",unknown,-
National Nanomanufacturing Network,10.4053,"Oct 30, 2008","Feb 12, 2016",unknown,Yes
National Osteoporosis Center,10.5273,"Jun 29, 2010",unknown,unknown,-
National Research Mordovia State University MRSU,10.15507,"Jun 05, 2014","Dec 30, 2015",unknown,-
National Research Tomsk Polytechnic University,10.18799,,unknown,unknown,-
"National Research University, Higher School of Economics (HSE)",10.17323,,"May 10, 2016",unknown,-
National Science Museum of Korea,10.7229,"Feb 23, 2012","Feb 21, 2014",unknown,-
National Science Teachers Association,10.2505,"Feb 28, 2006","Apr 28, 2016",unknown,-
National Speleological Society,10.4311,"Sep 16, 2009","May 10, 2016",unknown,Yes
National Taiwan University,10.4015,"Sep 11, 2008","Apr 24, 2016","May 12, 2016",Yes
National Tax Association,10.17310,,"Dec 18, 2015",unknown,-
National Technical University Kharkiv Polytechnic Institute,10.20998,,unknown,unknown,-
National University of Kyiv - Mohyla Academy,10.18523,,"Dec 18, 2015",unknown,-
National University of Science and Technology MISiS,10.17073,,"Mar 10, 2016",unknown,-
National Weather Association,10.15191,"Feb 18, 2014","Mar 07, 2016",unknown,-
National Youth Policy Institute,10.14816,"Feb 04, 2014","Dec 02, 2015",unknown,-
NATO Science and Technology Organization,10.14339,"Sep 17, 2013",unknown,unknown,-
Natural Resources Canada,10.4095,"Jan 20, 2009","May 11, 2016",unknown,-
Natural Science and Discovery,10.20863,,"Apr 05, 2016",unknown,-
Natural Sciences Publishing,10.18576,,"May 11, 2016",unknown,-
Naturalis Biodiversity Center,10.3767,"Dec 18, 2007","May 10, 2016",unknown,Yes
Nature Publishing Group,10.1038,"Jul 01, 2000","May 12, 2016","Oct 05, 2015",Yes
Nature Publishing Group,10.1013,"Jul 01, 2000",unknown,"Sep 28, 2015",Yes
Nature Publishing Group,10.1038,"Jul 01, 2000","May 12, 2016","Oct 05, 2015",Yes
Nature Publishing Group,10.1013,"Jul 01, 2000",unknown,"Sep 28, 2015",Yes
Nature Publishing Group - Macmillan Publishers,10.1057,"Jul 01, 2000","May 12, 2016","May 01, 2016",Yes
"NB-Media, Ltd.",10.7256,"Jan 30, 2014","May 12, 2016",unknown,-
ndonesian Center for Agricultural Library Technology Dissemination - IAARD,10.21082,,unknown,unknown,-
Neal A. Maxwell Institute for Religious Scholarship,10.18809,,"Apr 21, 2016",unknown,-
Necatibey Faculty of Education Electronics Journal of Science and Mathematics Education,10.17522,,"Dec 19, 2015",unknown,-
NEN Netherlands Standardization Institute,10.4277,"Jul 23, 2009",unknown,unknown,-
Neoplasia Press,10.1593,"Mar 08, 2004","May 20, 2015","Oct 05, 2015",Yes
Nepal Association of Medical Editors,10.5877,"Aug 16, 2011",unknown,unknown,-
Nepal Journals Online,10.3126,"Nov 30, 2006","May 10, 2016",unknown,-
NEPAS,10.7322,"Apr 10, 2012","May 11, 2016",unknown,-
Netbiblo,10.4272,"Jul 20, 2009","Dec 03, 2013",unknown,-
Netherlands Tijschrift voor Tandheelkunde,10.5177,"Apr 20, 2010","May 10, 2016",unknown,-
NeuroQuantology Journal,10.14704,"Jan 06, 2014","Mar 26, 2016",unknown,-
Neurosciences,10.17712,,"Jan 25, 2016",unknown,-
"Neurosurgical Atlas,Inc.",10.18791,,"Apr 08, 2016",unknown,-
"Neva Electromagnetics, LLC",10.20298,,"Dec 10, 2015",unknown,-
Nevelestudomany,10.21549,,unknown,unknown,-
Nevsehir Bilim ve Teknoloji Dergisi,10.17100,,"Apr 05, 2016",unknown,-
New Century Science Press. LLC,10.14725,"Jan 02, 2014","Apr 28, 2016",unknown,-
New Delhi Institute of Management,10.20968,,unknown,unknown,-
New England Journal of Medicine,10.1056,"Oct 01, 2001","May 11, 2016","Jan 16, 2016",Yes
New Labor Forum,10.4179,"Apr 09, 2009",unknown,"Sep 14, 2015",-
New Millennium Discoveries,10.18646,,"Dec 09, 2015",unknown,-
New Prairie Press,10.4148,"Mar 09, 2009","Apr 08, 2016",unknown,Yes
New Technologies Publishing House,10.17587,,"Apr 25, 2016",unknown,-
New Terra,10.21292,,unknown,unknown,-
New Trends in Mathematical Science,10.20852,,"May 10, 2016",unknown,-
"New World Publishing International, Inc.",10.5099,"Feb 03, 2010","Apr 06, 2016",unknown,Yes
New York Botanical Garden,10.21135,,"Apr 12, 2016",unknown,-
New Zealand Association of Psychotherapists,10.9791,"Nov 05, 2012",unknown,unknown,-
New Zealand College of Midwives,10.12784,"Mar 12, 2013","May 10, 2016",unknown,-
New Zealand Society for Earthquake Engineering,10.5459,"Nov 18, 2010",unknown,unknown,-
Nexus Academic Publishers,10.14737,"Jan 22, 2014","May 04, 2016",unknown,-
Nga Pae o te Maramatanga,10.20507,,"May 10, 2016",unknown,-
NIBD Journal of Health Sciences,10.21089,,unknown,unknown,-
"NICEC, Ltd.",10.20856,,unknown,unknown,-
NIDA/RTI International,10.1151,"Sep 01, 2000",unknown,unknown,-
Nigerian Turkish Nile University,10.20321,,"Mar 08, 2016","Jan 22, 2016",-
Nihon University School of Dentistry,10.2334,"Sep 06, 2005","Mar 25, 2016",unknown,Yes
Nihon University School of Dentistry at Matsudo Research Institute of Oral Science,10.5466,"Nov 18, 2010","Mar 29, 2016",unknown,Yes
NII KPSSZ,10.17802,,"May 08, 2016",unknown,-
NITTE Management Review,10.17493,,unknown,unknown,-
NMFS Scientific Publications Office,10.7755,"Jul 09, 2012","May 06, 2016",unknown,-
Noble Research Publishers,10.14312,"Aug 30, 2013","Apr 14, 2016",unknown,-
Noesis - Revista de Ciencias Sociales y Humanidades,10.20983,,"Apr 07, 2016",unknown,-
Nofer Institute of Occupational Medicine,10.13075,"Jun 12, 2013","May 11, 2016",unknown,-
Nomos Verlag,10.5771,"Jun 30, 2011","May 10, 2016",unknown,-
Nordic Academic Press,10.21525,,"May 11, 2016",unknown,-
Nordic Council of Ministers,10.6027,"Nov 28, 2011","May 04, 2016","Sep 14, 2015",Yes
Norske Dansekunstnere,10.18862,,"Nov 04, 2015",unknown,-
North American Cartographic Information Society,10.14714,"Jan 06, 2014","Feb 29, 2016",unknown,-
North American Journal of Medical Sciences,10.4297,"Aug 31, 2009",unknown,unknown,-
North American Transplant Coordinators Organization,10.7182,"Aug 01, 2001","Dec 09, 2015",unknown,Yes
North Atlantic Region Association for Counselor Education and Supervision,10.7729,"Aug 06, 2012","Oct 02, 2015",unknown,-
"North Carolina Academy of Science, Inc.",10.7572,"May 01, 2012","Feb 26, 2016",unknown,-
North Carolina Institute of Medicine,10.18043,,"May 06, 2016",unknown,-
Northeast Brazilian Health Journal,10.13046,"May 08, 2013","Nov 25, 2013",unknown,-
Northeastern University Libraries,10.17760,,unknown,unknown,-
Northern Institute,10.18793,,"Apr 22, 2016",unknown,-
Northumbria University Library,10.19164,,"Jan 21, 2016",unknown,-
Northwest Atlantic Fisheries Organization,10.2960,"Aug 24, 2006","Jan 22, 2016","Oct 14, 2015",Yes
Northwestern University Press,10.5192,"May 18, 2010","Dec 31, 2013",unknown,Yes
Norwegian Association of Optometry,10.5384,"Sep 13, 2010",unknown,unknown,-
Norwegian Medical Association,10.4045,"Oct 20, 2008","Apr 20, 2016",unknown,Yes
Norwegian Nurses Organisation,10.4220,"May 26, 2009","May 10, 2016",unknown,-
Norwegian Society of Automatic Control,10.4173,"Apr 03, 2009","Apr 22, 2016",unknown,Yes
Norwegian University of Science and Technology Library,10.5324,"Aug 26, 2010","Apr 28, 2016",unknown,-
Nosov Magnitogorsk State Technical University,10.18503,,"Mar 24, 2016",unknown,-
Notion Wave,10.21473,,unknown,unknown,-
Notre Dame Journal of Formal Logic,10.1305,"Nov 01, 2001",unknown,"Oct 05, 2015",Yes
Nottingham University Press,10.5661,"Jul 01, 2000",unknown,"May 12, 2016",Yes
Nova Explore Publications Inc.,10.20286,,"May 08, 2016","May 08, 2016",-
Novosibirsk State Pedagogical University,10.15293,"Apr 02, 2014","Apr 21, 2016",unknown,-
Novosibirsk State Technical University,10.17212,,"Apr 13, 2016",unknown,-
Now Publishers,10.1561,"Feb 02, 2004","Apr 29, 2016","Oct 05, 2015",Yes
Nozomi Science,10.3407,"Oct 12, 2007",unknown,unknown,-
NPP Polis (Political Studies),10.17976,,"May 11, 2016",unknown,-
NPS MedicineWise,10.18773,,"Apr 28, 2016",unknown,-
NRC Kurchatov Institute,10.21517,,unknown,unknown,-
nstitut f.intern.Arch.Dok. GmbH&Co. KG.,10.11129,"Nov 20, 2012","Feb 12, 2016",unknown,-
nstituto Tecnologico de Costa Rica,10.18845,,"Feb 26, 2016","Nov 04, 2015",-
nternational Association for Shell and Spatial Structuresq,10.20898,,"Apr 05, 2016",unknown,-
Nucelo de Pesquisa em Ecologia e Biodiversidade,10.7724,"Jul 16, 2012",unknown,unknown,-
Nuclear Receptor Signaling Atlas,10.1621,"May 01, 2004","May 10, 2016",unknown,Yes
Nucleo de Altos Estudos Amazonicos,10.5801,"Jan 05, 2012","Apr 26, 2016","Mar 08, 2014",-
Nucleo de Estudos em Saude Publica,10.18569,,"Apr 27, 2016","Apr 01, 2016",-
Nucleo para o Desenvolvimento de Tecnologia e Ambientes Educacionais (NPT),10.17699,,"May 03, 2016",unknown,-
Numerique Premium,10.14375,"Oct 10, 2013","Apr 25, 2016",unknown,-
Nurses and Midvwives Association of Slovenia,10.14528,"Nov 22, 2013","Mar 26, 2016",unknown,-
NWSA Academic Journals,10.12739,"Feb 12, 2013","Apr 29, 2016",unknown,-
NYU Press,10.18574,,"Apr 19, 2016",unknown,-
"NZCER Press, New Zealand Council for Educational Research",10.18296,,"Mar 30, 2016",unknown,-
O.I.E (World Organisation for Animal Health),10.20506,,"Apr 11, 2016",unknown,-
OAE Publishing,10.20517,,"Apr 24, 2016",unknown,-
OAhost,10.5101,"Jan 28, 2010","May 04, 2016",unknown,-
Obuda University,10.12700,"Feb 14, 2013","Jun 05, 2015",unknown,-
"Occupational Safety and Health Research Institute, KOSHA",10.5491,"Dec 06, 2010",unknown,"Apr 26, 2016",Yes
Oceanside Publications,10.2500,"Feb 15, 2006","May 12, 2016",unknown,Yes
Odesa I.I. Mechnikov National University,10.18524,,"Dec 03, 2015",unknown,-
Odessa National Academy of Food Technologies,10.15673,,"Dec 29, 2015",unknown,-
Odessa National Polytechnic University,10.15276,"Apr 23, 2014","Dec 27, 2015",unknown,-
Oecologia Australis,10.4257,"Jun 23, 2009","Apr 29, 2016",unknown,-
Oekom Publishers,10.14512,"Nov 20, 2013","May 11, 2016",unknown,-
Office of Religious Research and Development,10.18784,,"Mar 16, 2016",unknown,-
"Office of Research, Development and Information",10.5600,"Mar 16, 2011","Apr 09, 2015",unknown,-
Office of Scientific and Technical Information,10.2172,"Jan 25, 2005","May 12, 2016",unknown,Yes
Oil Gas Scientific Research Project Institute,10.5510,"Dec 10, 2010","Nov 23, 2015","Jan 28, 2014",-
Okayama Medical Association,10.4044,"Oct 16, 2008","May 01, 2016",unknown,Yes
Oldenbourg Wissenschaftsverlag,10.1524,"Oct 01, 2003","Apr 20, 2016",unknown,Yes
Oles Honchar Dnipropetrovsk National University,10.15421,"May 07, 2014","May 05, 2016",unknown,-
OLIMP,10.20861,,"May 05, 2016",unknown,-
Om Vindhyavasini College of IT and Management,10.11635,"Jan 07, 2013",unknown,unknown,-
Oman Medical Journal,10.5001,"Oct 29, 2009","May 03, 2016",unknown,-
OMICS Publishing Group,10.4172,"Apr 02, 2009","May 12, 2016",unknown,-
Ommega Online Publishers,10.15436,"Jun 02, 2014","Apr 07, 2016",unknown,-
Omnia Publisher SL,10.3926,"Jun 24, 2008","Apr 29, 2016",unknown,Yes
Omnipax Editora,10.7436,"Apr 09, 2012",unknown,unknown,-
Omsk Law Academy,10.19073,,"Apr 22, 2016",unknown,-
Oncology Nursing Society,10.1188,"Dec 02, 2005","Apr 22, 2016","Oct 05, 2015",Yes
Ondokuz Mayis Universitesi Egitim Fakultesi,10.7822,"Aug 06, 2012","Dec 24, 2013",unknown,-
Ondokuz Mayis University Review of the Faculty of Divinity,10.17120,,"Mar 22, 2016",unknown,-
One Earth Future Foundation,10.18289,,"Mar 09, 2016",unknown,-
Online Journal of Analytic Combinatorics,10.15852,,"Feb 11, 2015",unknown,-
Online Journal of Rural Nursing and Health Care,10.14574,"Nov 26, 2013","Dec 15, 2015",unknown,-
Open Access Pub,10.14302,"Aug 27, 2013","May 10, 2016",unknown,-
Open Access Publishing London,10.13172,"Jun 18, 2013","Mar 09, 2014",unknown,-
Open Access Science Organization Limited,10.11605,"Dec 10, 2012","Nov 09, 2015",unknown,-
Open Access Text,10.15761,,"Jan 10, 2016",unknown,-
Open Book Publishers,10.11647,"Jan 08, 2013","May 05, 2016",unknown,-
Open Commications Press,10.16996,,unknown,unknown,-
Open Library of Humanities,10.16995,,"May 05, 2016",unknown,-
Open Medscience Limited,10.17229,,"Jan 16, 2016",unknown,-
Open Publishing Association,10.4204,"May 12, 2009","Apr 08, 2016",unknown,Yes
OpenEdition,10.4000,"Aug 25, 2008","May 11, 2016","Jul 06, 2015",Yes
Openventio Publishers,10.17140,,"May 10, 2016",unknown,-
Operative Dentistry,10.2341,"Sep 30, 2005","Apr 07, 2016","Feb 24, 2016",Yes
Optimal Clinical Ltd.,10.13032,"Apr 29, 2013","Feb 04, 2015",unknown,-
Optimum Journal of Economics and Management Sciences,10.17541,,"Jan 16, 2016",unknown,-
OPUS,10.20504,,"Jan 24, 2016",unknown,-
Opuscula Zoologica,10.18348,,"Jun 26, 2015",unknown,-
Ordem dos Medicos,10.20344,,"Apr 15, 2016",unknown,-
Ore and Metals Publishing House,10.17580,,"Apr 15, 2016",unknown,-
Oregon Historical Society,10.5403,"Sep 15, 2010","May 12, 2016","Dec 21, 2015",-
Oregon State University,10.5399,"Oct 04, 2010","Jan 04, 2016",unknown,-
Organic Syntheses,10.15227,"Mar 10, 2014","Apr 11, 2016",unknown,-
Organisation for Economic Co-Operation and Development,10.1787,"Sep 05, 2007","May 12, 2016","Oct 05, 2015",Yes
Organisation for Economic Co-Operation and Development,10.1786,"Sep 05, 2007",unknown,unknown,Yes
Organisation for Economic Co-Operation and Development,10.1787,"Sep 05, 2007","May 12, 2016","Oct 05, 2015",Yes
Organisation for Economic Co-Operation and Development,10.1786,"Sep 05, 2007",unknown,unknown,Yes
Oriental Scientific Publishing Company,10.13005,"May 07, 2013","May 09, 2016",unknown,-
Orissa Journal of Otolaryngology and Head and Neck Surgery,10.21176,,unknown,unknown,-
Ormancilik Arastirma Dergisi,10.17568,,"Feb 13, 2016",unknown,-
ORNL Environmental Science Division,10.3334,"Jun 28, 2007",unknown,unknown,-
Ortadogu Reklam Tanitim Yayincilik Turizm Egitim Insaat Sanayi ve Ticaret A.S.,10.5336,"Aug 19, 2010","May 11, 2016",unknown,-
"Orthopaedic Section, APTA, Inc.",10.17832,,unknown,unknown,-
"Orthopaedics, Traumatology, and Prosthetics",10.15674,,"Mar 31, 2016",unknown,-
Osaka University of Comprehensive Children Education and Osaka Jonan Womenâs Junior College,10.18375,,unknown,unknown,-
"Oscar M. Lopez for Climate Change Adaptation and Disaster Risk Management Foundation, Inc.",10.18783,,"Feb 01, 2016",unknown,-
Oslo and Akershus University College of Applied Sciences,10.7577,"Jul 10, 2012","Apr 26, 2016",unknown,-
Osmangazi Journal of Medicine,10.20515,,"May 09, 2016",unknown,-
Osmanli Arastirmalari,10.18589,,unknown,unknown,-
Osmanli Medeniyeti ve Arastirmalari Dergisi,10.21021,,"Mar 17, 2016",unknown,-
Osmanli Mirasi Arastirmalari Dergisi,10.17822,,"Apr 05, 2016",unknown,-
Osterreichische Pharmazeutische Gesellschaft,10.3797,"Jan 16, 2008","May 08, 2016",unknown,Yes
Osterreichish-Rumanischer Akademischer Verein,10.12931,"Mar 14, 2013",unknown,unknown,-
"Oto-Rhino-Laryngological Society of Japan, Inc.",10.3950,"Jul 23, 2008","Apr 18, 2016",unknown,Yes
Ottawa United Learning Academy,10.5148,"Mar 23, 2010","Jan 07, 2016",unknown,-
OU Scientific Route,10.21303,,unknown,unknown,-
Our Dermatology Online,10.7241,"Mar 01, 2012","Apr 11, 2016",unknown,-
Ovid Technologies (Wolters Kluwer)  - Anesthesia & Analgesia,10.1213,"Jul 01, 2000","May 04, 2016","Oct 05, 2015",Yes
Ovid Technologies (Wolters Kluwer)  - Lippincott Williams & Wilkins,10.1097,"Jul 01, 2000","May 11, 2016","Oct 05, 2015",Yes
Ovid Technologies (Wolters Kluwer)  - Neurosurgery,10.1227,"Jul 01, 2000","May 04, 2016",unknown,Yes
Ovid Technologies (Wolters Kluwer)  - Triological Society,10.1288,"Jul 01, 2000",unknown,unknown,Yes
Ovid Technologies (Wolters Kluwer) - American Academy of Neurology,10.1212,"Jul 01, 2000","May 12, 2016",unknown,Yes
Ovid Technologies (Wolters Kluwer) - ENSTINET,10.7123,"Jul 01, 2000","May 04, 2016","Sep 14, 2015",Yes
Ovid Technologies (Wolters Kluwer) - International Pediatric Research Foundation,10.1203,"Jul 01, 2000",unknown,unknown,Yes
Ovid Technologies (Wolters Kluwer) - Italian Federation of Cardiology,10.2459,"Jul 01, 2000","May 03, 2016",unknown,Yes
Ovid Technologies (Wolters Kluwer) - National Strength & Conditioning,10.1519,"Jul 01, 2000","Apr 30, 2016",unknown,Yes
Ovid Technologies (Wolters-Kluwer) - American College of Sports Medicine,10.1249,"Jul 01, 2000","Apr 30, 2016",unknown,Yes
Ovid Technologies Wolters Kluwer -American Heart Association,10.1161,"Jul 01, 2000","May 12, 2016",unknown,Yes
Oxfam GB,10.21201,,unknown,unknown,-
Oxford Brookes University,10.3794,"Jan 15, 2008",unknown,unknown,-
Oxford Pharamgenesis,10.21305,,"Apr 28, 2016",unknown,-
Oxford University Press,10.1093,"Jul 20, 2000","May 12, 2016","Apr 26, 2016",Yes
Oxford University Press - London Mathematical Society,10.1112,"Jul 20, 2000","May 11, 2016","Oct 05, 2015",Yes
P.G. Demidov Yaroslavl State University,10.18255,,"Dec 04, 2015",unknown,-
P2M Invest,10.17677,,"Apr 22, 2016",unknown,-
Pacific Affairs,10.5509,"Dec 13, 2010","Mar 04, 2016",unknown,Yes
Pacific Early Childhood Education Research Association,10.17206,,"Apr 26, 2016",unknown,-
Pacific Northwest Fungi Project,10.2509,"Mar 06, 2006","Apr 14, 2015",unknown,Yes
Pacific Society for Reproductive Health Charitable Trust,10.18313,,"Jan 01, 2016",unknown,-
Pacific University (bepress),10.7772,"Feb 28, 2013",unknown,unknown,-
Pacific University Library,10.7710,"Jun 06, 2012","Apr 29, 2016",unknown,Yes
PACIS - Panamerican Association for Computational Interdisciplinary Sciences,10.6062,"Dec 06, 2011","Aug 31, 2015",unknown,-
Paediatrica Indonesiana  - Indonesian Pediatric Society,10.14238,"Oct 15, 2013","Feb 04, 2016",unknown,-
Paediatrician Publishers LLC,10.15690,,"May 11, 2016",unknown,-
PAGEPress Publications,10.4081,"Dec 30, 2008","May 03, 2016",unknown,Yes
Pak Publishing Group,10.18488,,"Apr 23, 2016",unknown,-
Pakistan Journal of Agricultural Sciences,10.21162,,unknown,unknown,-
Pakistan Journal of Chemistry,10.15228,"Mar 11, 2014","Mar 02, 2016",unknown,-
Pakistan Journal of Medical Sciences,10.12669,"Jan 10, 2013","Apr 04, 2016",unknown,-
Pakistan Journal of Statistics and Operation Research (PJSOR),10.18187,,"Dec 04, 2015",unknown,-
Pakistan Society of Nematologists,10.18681,,"Jan 21, 2016",unknown,-
Palacky University Olomouc,10.5507,"Dec 07, 2010","Apr 28, 2016",unknown,-
Paleoantropology Society,10.4207,"May 12, 2009",unknown,unknown,-
Pamukkale University Journal of Divinity Faculty,10.17859,,"Mar 30, 2016",unknown,-
Pamukkale University Journal of Education,10.9779,"Oct 22, 2012","Mar 27, 2016",unknown,-
Pan African Medical Journal,10.11604,"Dec 10, 2012","May 11, 2016",unknown,-
Pan American Journal of Medical Thermology,10.18073,,"Dec 18, 2015",unknown,-
Pan Pacific Association of Input-Output Studies,10.11107,"Nov 01, 2012","Apr 14, 2016",unknown,-
Pan Stanford Publishing,10.4032,"Oct 02, 2008",unknown,unknown,-
Pan-American Association of Ophthalmology,10.15234,"Mar 05, 2014","Mar 18, 2016",unknown,-
Pan-Korea English Teachers Association,10.17936,,"Dec 02, 2015",unknown,-
Panorama of Brazilian Law,10.17768,,"Nov 08, 2015","Apr 04, 2015",-
Papers in Physics,10.4279,"Jul 23, 2009","Apr 09, 2016",unknown,Yes
Pappin Communications,10.5737,"Apr 27, 2011","Apr 20, 2016",unknown,-
Paradigm Publishers,10.5816,"Aug 10, 2011","May 11, 2016",unknown,-
Paralellus Revista de Estudos Religioso,10.20426,,unknown,unknown,-
"Parenteral Drug Association, Inc.",10.5731,"Apr 27, 2011","Apr 20, 2016",unknown,-
Paris Legal Publishers,10.7590,"May 29, 2012","Mar 16, 2016",unknown,-
Paris Scholar Publishing,10.14485,"Nov 07, 2013","Apr 15, 2016",unknown,-
Pars Szoftverhaz Kft.,10.18655,,unknown,unknown,-
Participatory Educational Research (Per),10.17275,,"Apr 20, 2016",unknown,-
Passagens,10.15175,,"Jan 28, 2016",unknown,-
Patricia Seybold Group,10.1571,"May 02, 2006","May 11, 2016",unknown,Yes
Paul Mellon Centre for Studies In British Art,10.17658,,"Apr 03, 2016",unknown,-
Paul V. Galvin Library/Illinois Institute of Technology,10.18409,,"Nov 09, 2015",unknown,-
PE Polunina Elizareta Gennadievna,10.18008,,unknown,"Jun 30, 2015",-
"Peace, Conflict and Development:  An Interdisciplinary Journal",10.18798,,unknown,unknown,-
Pearblossom Private School,10.1588,"Mar 04, 2004",unknown,unknown,-
"Pediatric Endosurgery Group, Bangladesh",10.11593,"Dec 05, 2012",unknown,unknown,-
Pediatric Neurology Briefs Publishers,10.15844,,"Apr 05, 2016",unknown,-
Pediatric Oncall,10.7199,"Feb 08, 2012","Jun 13, 2015",unknown,-
Pediatric Pharmacy Advocay Group,10.5863,"Aug 04, 2011","Mar 03, 2016","Mar 02, 2016",-
Pediatric Urology Case Reports,10.14534,"Nov 25, 2013","Apr 04, 2016",unknown,-
Peerage of Science,10.14726,"Jan 14, 2014",unknown,unknown,-
Peeramed,10.5669,"Mar 31, 2011",unknown,unknown,-
PeerJ,10.7717,"Jun 07, 2012","May 10, 2016","Oct 05, 2015",-
Peertechz.com,10.17352,,"May 11, 2016",unknown,-
Peeters Publishers,10.2143,"Dec 09, 2004","Mar 14, 2016","Oct 05, 2015",-
Pegem Akademi Yayincilik Egitim Danismanlik Hizmetleri,10.14527,"Nov 26, 2013","May 06, 2016","Mar 28, 2016",-
Penerbit Universiti Kebangsaan Malaysia (UKM Press),10.17576,,"Apr 25, 2016",unknown,-
Penerbit Universiti Sains Malaysia,10.21315,,unknown,unknown,-
Penerbit UTM Press,10.11113,"Nov 06, 2012","Apr 19, 2016",unknown,-
Pensar Academico,10.21576,,unknown,unknown,-
Pensoft Publishers,10.3897,"May 30, 2008","May 11, 2016","Oct 05, 2015",Yes
Penza Psychological Newsletter,10.17689,,"Jan 21, 2016",unknown,-
People and Global Business Association,10.17549,,"Jan 06, 2016",unknown,-
Peperosso,10.19198,,"May 04, 2016",unknown,-
Performance Philosophy,10.21476,,"Apr 22, 2016",unknown,-
"Periodica Polytechnica, Budapest University of Technology and Economics",10.3311,"May 11, 2007","Apr 05, 2016",unknown,-
Perm State University (PSU),10.17072,,"Apr 13, 2016",unknown,-
PERSEE Program,10.3406,"Oct 12, 2007","May 11, 2016",unknown,Yes
Perspectivas Medicas - Faculty of Medicine,10.6006,"Nov 08, 2011","Sep 10, 2015",unknown,-
Perspectivas Medicas da Faculdade de Medicine de Jundiai,10.18072,"Nov 08, 2011",unknown,unknown,-
Perspectives of New Music,10.7757,"Jun 27, 2012","Apr 30, 2016","Dec 21, 2015",-
Pervasive Technology Institute,10.5470,"Feb 03, 2011",unknown,unknown,-
Pesticide Science Society of Japan,10.1584,"Mar 02, 2004","Apr 25, 2016",unknown,Yes
"Peter Lang, International Academic Publishers",10.3726,"Nov 15, 2007","Apr 30, 2016",unknown,Yes
Petersburg State Transport University,10.20295,,"May 05, 2016",unknown,-
Petra Christian University,10.9744,"Sep 27, 2012","Mar 15, 2016",unknown,-
Petrodex Publication Group,10.14266,"Aug 14, 2013","Jan 04, 2014",unknown,-
Petrological Society of Korea,10.7854,"Aug 13, 2012","Feb 18, 2014",unknown,-
Petrozavodsk State University,10.15393,"May 23, 2014","May 06, 2016",unknown,-
Pharma Publisher,10.14205,"Jul 25, 2013","Jan 27, 2016",unknown,-
Pharmaceutical Society of Japan,10.1248,"Jun 01, 2002","May 09, 2016",unknown,Yes
Pharmacotherapy,10.1592,"Jul 01, 2000","Dec 17, 2015","Mar 03, 2016",Yes
PharmaVentures,10.3833,"Mar 12, 2008",unknown,unknown,-
PHASELIS,10.18367,,"Apr 01, 2016",unknown,-
Philippine Association of Institutions for Research,10.7719,"Jun 21, 2012","May 12, 2016",unknown,-
Philippine Journal of Pathology,10.21141,,unknown,unknown,-
PhilJOL,10.3860,"May 12, 2008",unknown,unknown,-
Philosophy Documentation Center,10.5840,"Aug 04, 2011","May 12, 2016","Nov 15, 2013",-
Phoenix,10.7834,"Aug 27, 2012","May 11, 2016",unknown,-
Phorte Editora,10.3195,"Mar 29, 2007",unknown,unknown,-
Photonics Society of Poland,10.4302,"Sep 08, 2009","Dec 31, 2013",unknown,Yes
Physical Education and Sport Faculty,10.7752,"Aug 02, 2012","Aug 25, 2015",unknown,-
Physical Society of Japan,10.7566,"Apr 27, 2012","May 09, 2016","Feb 22, 2016",Yes
Physical Therapy Rehabilitation Science,10.14474,"Nov 05, 2013","Apr 26, 2016","Apr 04, 2016",-
Physician Assistant Education Association,10.17538,,"Feb 18, 2016",unknown,-
"Physicians Postgraduate Press, Inc.",10.4088,"Jan 13, 2009","May 11, 2016",unknown,Yes
Physics Essays Publication,10.4006,"Sep 03, 2008","Dec 19, 2015",unknown,Yes
Physics Society of the Philippines (Samahang Pisika Ng Pilipinas),10.20526,,unknown,unknown,-
Physiotherapy New Zealand,10.15619,"Jul 23, 2014","Mar 22, 2016",unknown,-
PIAP - Industrial Research Institute for Automation and Measurements,10.14313,"Sep 25, 2013","Mar 09, 2016",unknown,-
PIBIC Unicamp,10.19146,,"Feb 18, 2016",unknown,-
PIDCC- Revista em Propriedade Intelectual - Direito Contemporaneo e Constituicao,10.16928,,unknown,unknown,-
Pierson Memorial Bible Institute,10.18813,,"Mar 31, 2016",unknown,-
Pietro Cipresso,10.11632,"Feb 07, 2013",unknown,unknown,-
Pion Ltd.,10.1068,"Oct 01, 2000","Mar 09, 2016",unknown,Yes
PiscoMed Publishing Pte Ltd,10.18282,,"May 11, 2016",unknown,-
Plant Protection Bulletin,10.16955,,unknown,unknown,-
Plaza y Valdes,10.5211,"May 11, 2010","Dec 23, 2013",unknown,Yes
Pleiades Publishing,10.1134,"Jul 01, 2000","May 12, 2016","May 11, 2016",Yes
PLURA - Revista de Estudos de Religiao,10.18328,,"Feb 16, 2016",unknown,-
Pluto Journals,10.13169,"Jun 24, 2013","May 11, 2016","Dec 21, 2015",-
"PMPH-USA, Ltd.",10.5046,"Dec 22, 2009",unknown,unknown,-
PNG Publishers,10.5993,"Nov 16, 2011","Apr 22, 2016",unknown,-
